0	0	0
0	0	6.98896e-05
-2.22335e-07	-1.94612e-07	7.02958e-05
-7.05739e-05	-8.18167e-05	4.14146e-05
-4.06462e-05	-7.67615e-05	2.2119e-05
-4.17686e-05	-7.68056e-05	2.26291e-05
-4.90667e-05	-8.51784e-05	7.37019e-06
-4.74352e-05	-8.15074e-05	4.44152e-06
-4.79772e-05	-8.14377e-05	4.70838e-06
-3.67606e-05	-7.5472e-05	2.85455e-05
-1.59879e-05	-3.26051e-05	3.65191e-05
-1.60617e-05	-3.28244e-05	3.65324e-05
-1.67419e-05	-3.30183e-05	3.71382e-05
-3.51189e-05	-2.51272e-05	5.32598e-05
-9.63565e-05	-4.89164e-05	2.51997e-05
-9.61321e-05	-4.79182e-05	2.57342e-05
-9.32496e-05	-4.67086e-05	2.76943e-05
-9.33171e-05	-4.67488e-05	2.77675e-05
-8.3463e-05	-2.48234e-05	4.39944e-05
-5.6654e-05	9.75386e-06	4.48893e-05
-4.61499e-05	-3.45132e-05	4.29039e-05
-3.39473e-05	-1.78716e-05	2.95994e-05
-3.37982e-05	-1.73736e-05	2.97618e-05
-5.98796e-06	-8.4324e-07	5.56032e-05
-2.61585e-05	-1.16643e-05	6.16303e-05
-4.16032e-05	-4.76378e-06	6.33528e-05
-2.76892e-05	7.78158e-06	6.62309e-05
-5.91395e-05	2.44357e-05	7.18017e-05
-3.05111e-05	2.60354e-05	5.23621e-05
-3.17385e-05	2.7444e-05	5.29133e-05
-1.02224e-06	4.52008e-06	7.44888e-05
-1.34501e-06	4.40946e-06	7.45438e-05
1.02592e-05	-3.13095e-06	4.27854e-05
1.0446e-05	-2.05967e-06	4.15818e-05
1.04194e-05	-1.96915e-06	4.1648e-05
1.0072e-05	-7.35793e-07	4.29959e-05
1.4606e-05	2.46103e-06	4.66829e-05
1.46586e-05	2.42584e-06	4.67507e-05
1.36158e-05	5.94134e-06	4.67491e-05
1.50164e-05	-1.2286e-06	5.48475e-05
8.21673e-06	-1.92328e-06	4.90433e-05
2.15301e-05	-3.55102e-06	5.00192e-05
1.34822e-05	-5.04672e-06	4.93454e-05
1.35064e-05	-5.37371e-06	4.95726e-05
2.44247e-05	-1.47396e-05	5.06401e-05
2.43669e-05	-1.4759e-05	5.06417e-05
2.44812e-05	-7.04443e-06	4.43515e-05
2.44057e-05	-7.12221e-06	4.49345e-05
2.09435e-05	-5.09611e-06	5.39524e-05
1.68401e-05	-1.35266e-06	4.91183e-05
1.75207e-05	-8.27184e-06	7.82044e-05
